ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
-0.3112345899292563,0.20204646000981313,-0.5546336134063184,-0.6665272304164155,-0.5998372762589848,-0.19929647746931825,0.5062210456574521,-0.08500176865664831,-1.341103503414783,0
-0.269468678044098,-0.08006604058148281,1.368736462088616,1.7438126442273467,0.3065951890246576,0.8825856275288746,-1.6542073640744193,0.01838718558144298,0.09082873598136929,0
-0.16598048912959265,0.2830211549133292,-0.42399001539070225,-0.24879086775906498,-0.9835577780940008,0.838485981554296,-0.13486017061074348,0.2743075522815555,1.2741830256667825,0
-0.03911086406851031,-0.397879494447526,-1.0630863098468566,1.6816065007551426,-0.3748310964152989,0.6901722739748678,-0.28685089041478656,-1.231650427209216,-0.9235839869037109,0
-0.4594761229804997,-0.4164133803720922,-0.47722703279118733,0.22352046479153284,-0.026279072551191503,-0.340517736049039,0.9285539318722168,-0.14502300609599816,0.7882604984491359,0
0.5449769034009277,0.9159735916270904,-1.0592021295819822,0.12297999123227296,0.35819915616076814,0.23348840035317353,-2.4931070291675477,-0.20448875428325156,0.3577425916899302,0
-0.03911086406851031,-0.07006709589546055,-1.2215833171447705,0.09997305712401645,1.819106475796343,0.018182636401484653,0.2926900743144578,-2.0131096251073672,-1.3482404684515366,0
0.36806867560445966,-0.42240954660380214,1.321980059330699,-0.5554680693001421,0.9977664477768984,-1.221975591303924,-0.056711082886098906,1.0359516433659546,-0.6897954288705108,1
-0.03911086406851031,-1.0418560008539932,0.2916449676094217,0.10058716738292427,-0.06996804284960002,-0.1449998403600682,-0.8124754668158254,0.4782903622054058,-0.9552637615370319,0
0.6481354772791903,-0.8324436403894807,-0.32808130842149114,0.6132199691433994,1.9916470023984998,-0.934332853255526,0.28183828881864925,0.1032493457030558,-0.28744010137608217,0
-0.10169524073737925,0.4290984867990152,0.0832570393099565,-0.732217241709382,-0.01875618348988098,0.5836176274434898,-0.10709683512005141,-0.1467610298174859,0.2432701894808927,0
0.5756755960830405,-0.7089264565254352,-0.9749326590339286,-0.10075518658945617,0.6445538949390256,0.5537206434328203,0.6777400684376913,0.1030332750531292,-0.7516902956931795,0
0.7956725219838006,-1.2535835629092833,0.2236502351214501,0.3346551824132325,0.13415734276674418,-0.10049014304179966,-0.30020794129493267,0.013249697370923668,-0.5525912983244444,1
-0.16245172445892467,-0.9140113401188947,0.7015657660593363,0.004942474670839084,-0.4046793275131342,1.3029261905380327,2.1975393433024193,0.7485180184507058,1.4537132756308468,0
-1.1957474796610228,-0.012718803067061758,0.21893347253108456,-0.8680889869061343,0.045706770339083234,1.0506343035265455,1.3202444094422627,0.13190989014926777,2.361217599808727,0
-0.03911086406851031,-0.7761758278426223,-0.18727956016324998,-0.13323997042719593,0.9324705136235389,-0.8888383294789917,0.6550071066807697,-0.19629253871349078,0.024427825699126902,0
2.9884900236243315,-0.30074927108583904,-1.0993798230881537,-0.02663613849315831,-0.3206556440268659,0.9552703589240857,0.618226135086765,0.6806338943971808,1.5493969513970482,0
-2.4972029395627513,-1.2813486418695428,-0.025686829291179998,-1.3491857274375476,-0.01875618348988098,0.1349720993784754,0.133201963349556,-0.6234392082701433,2.5906509743061465,1
-1.1743655676586686,-0.7716046402466779,0.2992203723382483,-1.8409763811903848,0.922123057855239,0.791358819297386,0.26513463581685676,-2.098449002531256,-2.7565316940158198,1
0.5567620949528856,0.15302123207150228,-0.17440049981174127,-0.9315752819759163,-0.9509284273932532,-1.5096223532444342,0.30531861176440145,0.32657123997492465,-0.8442622992927122,0
-1.3651034390545,-0.14373512675583597,-0.48989091683131153,1.2620863663284874,-0.653400633772635,-0.16338119688124472,-0.5921149383686217,1.4216195709107724,1.407518939609489,0
-0.3246393391946524,0.5074641281945174,0.1695817120773972,-0.31470193033339816,-0.22334215532498575,0.04819034037644111,0.030764852755356942,-2.0805601887713885,0.6406360733077088,0
1.3520069627720654,0.03737437483233974,-0.5278906757866411,0.36596214994989296,0.11112456871135967,-0.14357197544949316,0.3343088252631884,-0.16859555280977195,-0.8222575178887529,0
-0.010374406332290878,-1.7141893546630307,-0.4669538299365145,-0.5243724232021177,1.177156994955111,-0.29353405401476107,-0.5517330717762984,-2.328890845861633,-0.7240402865565922,1
-0.5718684943448655,-0.13938541619511566,0.6886158234256445,0.014214903314406687,-0.39040743962318686,0.2688245628173175,1.5583386346369013,-0.34261831379678664,0.7044837657626287,0
-0.008668614372494865,0.3350187722989996,0.05171690867311435,0.602636890495045,0.2722948515736562,0.9465139532260356,-0.6343675633572886,1.091157017166727,0.21526727286237132,1
